cliente_id,recency,frequency,monetary,tiempo_cliente,productos_diferentes,canal_preferido,categoria_favorita,segmento
PREM_0021,8.72711726706611,13.184774551370921,2196.3895711001787,18.286491097698143,15,Tienda,Smartphones,Premium
PREM_0022,19.25466630351563,9.809165790235049,2854.0435521889967,28.661843486403832,18,Online,Smartphones,Premium
PREM_0023,14.23643681045811,10.74508318286096,3492.6126030453543,24.180946155397432,16,Online,Smartphones,Premium
PREM_0024,17.913008459289856,7.241064319506487,2324.968012806652,18.624185164396437,13,Online,Laptops,Premium
PREM_0025,13.290874241352357,7.345538112895354,3111.6079085447036,40.26191130402062,23,Online,Gaming,Premium
PREM_0026,1.7426320741572248,11.285451766587665,1661.9516678902467,32.79274660663313,20,Tienda,Smartphones,Premium
PREM_0027,21.103045190268816,9.812453370099856,2540.8346790349765,42.87973605189544,15,App,Smartphones,Premium
PREM_0028,11.42686696513168,7.79879063750083,2615.0932280351276,22.10056426818574,9,Online,Gaming,Premium
PREM_0029,8.963469353785207,9.300787572952416,3005.0535854662958,43.00936671372709,11,Tienda,Smartphones,Premium
PREM_0030,11.508845003369942,10.2977864825071,3268.165098652001,29.208639697221827,14,Online,Laptops,Premium
PREM_0031,13.181910097692734,6.805308262866683,3004.553319135372,27.308691945347093,13,Online,Gaming,Premium
PREM_0032,12.874732369104564,8.031248616061394,3783.315991824372,29.801882822444828,20,Tienda,Laptops,Premium
PREM_0033,10.199738114083026,10.245699864694998,2159.4277423704434,26.860964119829653,22,Online,Smartphones,Premium
PREM_0034,1.0,8.463473876100975,2489.2526465166193,35.14260291439084,14,Online,Smartphones,Premium
PREM_0035,17.956180695537917,10.755650336960228,2539.8098039368915,25.261530891004806,14,Online,Accesorios,Premium
PREM_0036,13.440676008542061,12.437198748027372,3319.642309625679,27.171391200787014,11,Tienda,Smartphones,Premium
PREM_0037,5.186470242579381,8.888904602206763,3030.4392693635846,27.738442015247255,13,Tienda,Gaming,Premium
PREM_0038,13.9403764464531,4.874948652176501,4205.185121507797,19.185161600145914,12,Online,Gaming,Premium
PREM_0039,14.989472126447206,8.418615383937913,4033.0555651728837,25.445119939730734,9,Online,Smartphones,Premium
PREM_0040,6.878835487058977,6.396793348516001,2830.5055414816934,24.090879316895357,14,App,Smartphones,Premium
PREM_0041,19.858900531665558,9.070527103943457,2380.1646952044484,29.711839285873776,6,App,Smartphones,Premium
PREM_0042,12.712513703044259,9.071270919700911,3279.8147335511244,28.55204409087227,10,Tienda,Laptops,Premium
PREM_0043,15.405608369515315,7.024128308406917,2817.172335740696,35.74898525043537,14,Online,Accesorios,Premium
PREM_0044,8.515012475540283,8.546501145403548,2337.348075697336,32.60939679576881,14,Online,Laptops,Premium
PREM_0045,18.74856654029026,10.763279513898901,2795.2164152100295,39.83955311112021,7,Tienda,Gaming,Premium
PREM_0046,17.9177357113153,12.972272812453765,1886.154256671788,18.913076019942025,19,Online,Accesorios,Premium
PREM_0047,12.110763726464851,9.254730957074312,2583.1462963438134,26.092053060927533,9,Online,Accesorios,Premium
PREM_0048,12.69586531667828,10.815743894484855,2794.7256662179866,31.611289589179986,16,Online,Smartphones,Premium
PREM_0049,9.349504964216614,10.141197337186318,2342.04450607449,13.560943194683848,14,Online,Laptops,Premium
PREM_0050,11.146109452370665,9.277015924776885,3258.551319165414,28.0863853184776,11,Online,Gaming,Premium
PREM_0051,9.592125284414461,10.52050218927072,3463.7974628970655,34.17310519441069,15,Online,Laptops,Premium
PREM_0052,9.761032101086911,12.010050229321642,2494.9564270637484,18.065275866355734,20,Online,Smartphones,Premium
PREM_0053,13.350410648300809,8.176246067755065,2507.4362655565037,24.539534497443032,15,Online,Smartphones,Premium
PREM_0054,18.83716997891849,10.649800372257468,3863.4267921865576,24.813012878584413,19,Tienda,Accesorios,Premium
PREM_0055,5.678992253025892,9.032106837287861,2656.4928003818986,34.58483980596006,14,Tienda,Accesorios,Premium
PREM_0056,4.530592694523563,7.470417226089099,3349.7027593627727,36.722903293549166,13,Tienda,Smartphones,Premium
PREM_0057,10.162556401839023,7.300311261070417,3298.2014899265473,21.15132939272906,12,Online,Gaming,Premium
PREM_0058,21.028793124372555,7.132723781474151,4704.665282276055,29.457924837253227,13,Tienda,Accesorios,Premium
PREM_0059,17.543613285164398,11.017205899697672,1820.6691523428888,30.247714567345593,12,App,Laptops,Premium
PREM_0060,10.372223064511674,6.095591913058205,3288.2131455739905,15.990684413255305,19,Online,Smartphones,Premium
PREM_0061,12.437579178419572,10.451533247797384,3088.605539042028,29.791072194233053,16,Tienda,Laptops,Premium
PREM_0062,9.490324462490092,8.009221514137506,3051.303648321092,24.885694466180055,12,Online,Accesorios,Premium
PREM_0063,9.647652694741788,8.733198284216911,3442.597880323153,23.33759518869602,12,App,Laptops,Premium
PREM_0064,5.777000096513486,3.4307287104357993,2896.8119355273416,34.20378057991132,10,Online,Smartphones,Premium
PREM_0065,11.076261879165289,10.392412729626837,3909.3736569672074,37.01252023638206,9,Online,Smartphones,Premium
PREM_0066,9.686744308290796,7.17888431052024,2277.481211412203,15.104310562799323,13,Online,Laptops,Premium
PREM_0067,22.279707358761335,6.7857910907999575,3633.1493614241726,6.725189143605018,13,Tienda,Accesorios,Premium
PREM_0068,10.805448832805927,7.568380262262766,2865.8395835126757,26.52851075672817,11,Tienda,Smartphones,Premium
PREM_0069,15.742713572589844,11.543110189988317,3233.003238425941,18.967585830262166,17,Tienda,Accesorios,Premium
PREM_0070,15.447860340240624,10.246798877832703,2807.8003038970755,28.492548965003607,21,Online,Accesorios,Premium
PREM_0071,5.3208833117264,12.529373868525438,2055.0992614305264,21.469556727561233,12,Online,Smartphones,Premium
PREM_0072,16.74084116604356,7.659921612889306,3369.8296483575623,25.112100165952814,17,Tienda,Accesorios,Premium
PREM_0073,12.456910594648159,9.300603522923755,2581.8326726716864,27.54443501023146,11,Tienda,Accesorios,Premium
PREM_0074,14.4695592388813,6.599660007196782,2173.303152160073,26.220842240897262,19,Tienda,Laptops,Premium
PREM_0075,5.481628056094691,10.103727310619002,4003.3444273839723,33.7407326383444,18,Online,Smartphones,Premium
PREM_0076,8.404800367030143,7.180732205020055,2256.0527961885755,34.75553880823495,15,Tienda,Smartphones,Premium
PREM_0077,4.636503074673419,6.4408460665285965,2425.1088533825928,28.20872840168667,9,Online,Gaming,Premium
PREM_0078,11.099976386518499,11.415184340860524,2938.292328762102,31.45846984952616,9,Online,Accesorios,Premium
PREM_0079,14.430267457325435,5.961640034027646,2796.798117498002,22.72984939374915,15,Tienda,Smartphones,Premium
PREM_0080,6.927913953427727,6.341708345676968,3792.987025441951,22.365766955280854,15,Online,Laptops,Premium
PREM_0081,14.529630956222084,10.94510889925346,3173.0859773303177,15.438202240876349,12,App,Smartphones,Premium
PREM_0082,14.654948855552083,11.020282920857237,2278.8356864406373,28.358134936759228,22,Tienda,Smartphones,Premium
PREM_0083,17.145074453618406,11.124419701827424,2527.753414878135,33.063533070347724,13,App,Smartphones,Premium
PREM_0084,10.758617536176057,9.231369643989058,2049.402201410892,48.84781973567615,11,Tienda,Accesorios,Premium
PREM_0085,11.84177938457338,10.363001394745249,2816.991025678277,28.23804911596596,11,Online,Accesorios,Premium
PREM_0086,15.609018693556767,4.976163993592457,3411.3321971334885,27.599046594597993,14,Online,Accesorios,Premium
PREM_0087,13.65028158657649,5.140630807371686,2409.649095065886,36.34836727429243,15,Online,Laptops,Premium
PREM_0088,10.249337320789179,6.627329809557256,4358.62278594063,22.797032447439786,11,Online,Accesorios,Premium
PREM_0089,18.31828858292285,7.954279945693464,2547.8879097424856,25.74572312911594,12,Online,Laptops,Premium
PREM_0090,5.6347420164963715,10.27326296882563,2652.958229010198,20.934742039228183,17,Tienda,Accesorios,Premium
PREM_0091,21.238891021624745,7.672206172906669,3500.2617486301815,40.96886846230172,14,Online,Laptops,Premium
PREM_0092,13.87425397348609,10.01637955498426,2050.4949632055714,32.57184557261588,14,Tienda,Accesorios,Premium
PREM_0093,17.68201699195942,7.858507412501048,2300.586656137463,31.771324451091232,17,Online,Accesorios,Premium
PREM_0094,11.467767661315726,11.251357568739259,1903.7022152714555,22.271551034128045,13,App,Laptops,Premium
PREM_0095,14.173996411157368,11.167219307810942,2289.6661248026826,28.837882389105044,12,Online,Smartphones,Premium
PREM_0096,12.1823686578802,7.738015740252106,3344.4968610503533,28.287156398141597,14,Tienda,Smartphones,Premium
PREM_0097,14.335712741303855,8.28141581842588,3154.3928984153854,36.869628644663266,16,Tienda,Laptops,Premium
PREM_0098,12.779411284807388,8.682651112578727,2775.027104024491,32.44845318263085,19,App,Smartphones,Premium
PREM_0099,9.241838715678536,9.98991103512305,3050.9515328716,31.203296233907494,14,Online,Laptops,Premium
PREM_0100,14.610138775037917,5.214908029392072,2630.1345992588476,20.943781270340573,9,Online,Smartphones,Premium
PREM_0101,11.618817870452192,9.558043051540679,3164.7379058299234,29.492872985250866,16,Online,Smartphones,Premium
PREM_0102,15.007610472130793,10.953798156074132,2382.7470220660143,27.667439219659805,13,Tienda,Gaming,Premium
PREM_0103,11.475846372004016,4.929519518748992,3239.2741643998434,36.640552002577316,13,App,Smartphones,Premium
PREM_0104,17.19463893665734,9.215359739453211,3300.451431164982,24.04237304865774,17,Online,Accesorios,Premium
PREM_0105,14.600804711834645,8.801648272441234,3907.9821976285994,19.43932186939078,12,App,Smartphones,Premium
PREM_0106,16.653941832125035,7.141335611795453,2331.8190076858573,33.12151858965699,18,Tienda,Gaming,Premium
PREM_0107,14.022007242445964,8.94215023165026,2961.8016144382423,26.159548515228938,15,Online,Gaming,Premium
PREM_0108,18.55245099819056,12.00207768000892,3019.3040408960155,15.362215434305625,10,Tienda,Smartphones,Premium
PREM_0109,15.362574195954895,7.694752041395218,2532.289940071132,12.883674152435752,12,Tienda,Gaming,Premium
PREM_0110,16.860620035487017,10.484169177047598,3363.9088621178125,34.76810835737015,9,Tienda,Accesorios,Premium
PREM_0111,21.608105127341823,8.95479382111036,3114.9332671983702,42.253000723402934,14,Online,Smartphones,Premium
PREM_0112,10.115567310789203,11.150248550434577,3179.269660761027,20.169866817109973,17,Tienda,Gaming,Premium
PREM_0113,17.597421746344008,10.849267365825538,2835.7782219521046,22.82450577835541,12,Online,Gaming,Premium
PREM_0114,20.62353963529785,11.344478493516787,2739.5062058888752,39.98851871092064,4,Online,Laptops,Premium
PREM_0115,7.873695012519368,7.94140352490756,3171.2119287087435,37.034595500316,13,Tienda,Laptops,Premium
PREM_0116,14.023964439838139,5.005177313080987,2293.9761072763713,27.891603615620323,12,Online,Accesorios,Premium
PREM_0117,10.97049385030662,5.662831852244821,3039.5338735631676,33.17756751762193,16,Online,Gaming,Premium
PREM_0118,12.114387106873377,12.160465174701642,3371.376076622326,51.56970261330581,14,Online,Gaming,Premium
PREM_0119,5.4681908778320665,7.854463150902948,3280.2989450595833,29.434196835413474,10,Tienda,Accesorios,Premium
PREM_0120,14.997209669590012,7.565424100087844,3794.193081822865,15.67665062488771,15,Tienda,Smartphones,Premium
PREM_0121,11.897783716034219,11.345458038518728,3126.1600927566597,25.035085343311152,13,Online,Laptops,Premium
PREM_0122,13.072867233110783,7.572766888518473,2275.6297927051446,14.990258283290082,18,Tienda,Gaming,Premium
PREM_0123,5.776405398040418,8.455208059000382,1542.9054863920087,30.033391137969616,18,Online,Accesorios,Premium
PREM_0124,6.813992930076684,5.974808998322368,1817.9650052203956,37.645531680651445,14,Tienda,Gaming,Premium
PREM_0125,16.12113381612737,9.477578318053027,2644.574712507578,26.429201207320173,11,Tienda,Gaming,Premium
PREM_0126,12.596709041379743,8.044639708211585,2425.6778823939276,23.706091678067924,7,Tienda,Gaming,Premium
PREM_0127,12.557370374485057,9.90506978364267,2719.8520952168706,36.68693073494245,14,Tienda,Gaming,Premium
PREM_0128,9.069263234969524,10.010854293249636,3159.9965247549026,21.51941532632408,9,App,Accesorios,Premium
PREM_0129,15.480270922755016,9.99136377594521,2890.251343086146,30.919688019729804,13,App,Gaming,Premium
PREM_0130,10.391860758619103,9.558060850925079,3170.817226590172,29.128293246580512,14,Online,Gaming,Premium
PREM_0131,16.020570293112073,8.495239913071101,3004.360011459915,39.481452393520414,12,Tienda,Laptops,Premium
PREM_0132,15.159600320151496,8.21714896662653,1918.552263618275,20.806706983983688,15,Tienda,Laptops,Premium
PREM_0133,18.378020252899887,7.306077303363344,2205.1645903262156,10.772879091170282,10,Online,Laptops,Premium
PREM_0134,7.2460531122942715,9.624158837639339,3561.5063095258774,33.58189702519563,13,App,Laptops,Premium
PREM_0135,10.18302289938695,8.960129209508379,2105.9534649688308,15.737633181901236,12,Tienda,Accesorios,Premium
PREM_0136,16.089763809575242,4.628579035049315,3312.9402277724257,35.83528720667249,14,Online,Gaming,Premium
PREM_0137,15.035714359147061,9.562382847938752,2862.5206623711256,27.499254976803822,12,Online,Gaming,Premium
PREM_0138,20.196715690739293,9.556212038183922,2834.6773513511316,34.157262010765,14,Tienda,Laptops,Premium
PREM_0139,9.586705739113151,5.826376568809822,2719.4391379854937,26.726208975226317,16,Tienda,Accesorios,Premium
PREM_0140,15.795759959350375,7.675774966351181,2306.4271507065396,26.79726461935277,17,Tienda,Accesorios,Premium
PREM_0141,12.489190012129136,10.086596058072775,2829.3160421954226,28.324733529631057,10,Tienda,Laptops,Premium
PREM_0142,14.958999759513036,8.492506638344832,2990.0452352826624,40.077299667168326,11,Tienda,Gaming,Premium
PREM_0143,19.278292186794623,7.343612037468473,2943.686477023538,21.74385890473914,13,Online,Accesorios,Premium
PREM_0144,11.678963815169817,11.18654181091986,2012.8959231014987,29.154000182539125,11,Online,Accesorios,Premium
PREM_0145,9.770032859968666,6.260394040841844,2747.0307709892472,48.637674701234545,16,Online,Accesorios,Premium
PREM_0146,16.170435342545947,7.9602932169024925,1810.5505996394663,36.36588106032273,19,Online,Smartphones,Premium
PREM_0147,7.59688286865326,7.5774027504789245,2448.061552262369,26.419718194424256,14,App,Accesorios,Premium
PREM_0148,6.618526191058005,10.648029661196704,3813.7821986168183,34.964609726513935,10,Online,Laptops,Premium
PREM_0149,18.690289547350815,9.83803801873209,2376.9928865449547,27.55384737873835,9,Online,Gaming,Premium
PREM_0150,5.775973068905268,5.356190534695292,1398.6563655000232,24.005622083424022,17,Tienda,Gaming,Premium
PREM_0151,9.00328303748348,9.450685507378134,2483.5184058316863,30.89341268338924,17,Tienda,Laptops,Premium
PREM_0152,10.83677567942385,8.184353827862912,2105.9501977983664,15.697221392569036,12,Tienda,Accesorios,Premium
PREM_0153,7.586533575304506,4.694218814095034,3033.1471627185783,47.94399613946233,20,App,Smartphones,Premium
PREM_0154,12.104489726158903,4.062914168231384,3331.868918209756,9.648189279731316,15,Tienda,Laptops,Premium
PREM_0155,14.273764025024619,10.199188226562988,2495.726163966046,26.109162103288032,12,Tienda,Laptops,Premium
PREM_0156,12.349259896034255,10.093383211542626,2873.9381637487973,33.675694539438844,13,Tienda,Smartphones,Premium
PREM_0157,17.560830196069254,10.115620612703724,2806.2115719060284,17.505310141198724,12,Online,Gaming,Premium
PREM_0158,15.803185201344592,2.223143834687214,2735.17738012645,27.449673228520975,17,Tienda,Accesorios,Premium
PREM_0159,1.0,9.586538628267006,2969.9796510640945,21.653744849330614,10,Tienda,Accesorios,Premium
PREM_0160,16.575951676808653,4.968801126673804,2462.4398310077845,23.18733054868579,13,Tienda,Accesorios,Premium
PREM_0161,9.546389345836241,8.395060627023744,2567.093908875263,29.3633297790039,17,Online,Gaming,Premium
PREM_0162,15.802152031713774,9.850658120953188,3326.2472616103523,33.3885211454936,12,Online,Accesorios,Premium
PREM_0163,16.831237233844007,8.366699941477544,3327.1861058356258,34.09758720633769,13,Online,Laptops,Premium
PREM_0164,8.02617509577329,10.158798478348007,1880.3587786625444,36.2636378658289,18,Online,Smartphones,Premium
PREM_0165,11.938760603308017,10.158582999202176,2871.748221048492,20.215448472947557,13,Online,Laptops,Premium
PREM_0166,14.929380217686582,6.523408623247908,3065.6838286125494,37.6474144609327,18,App,Smartphones,Premium
PREM_0167,16.569305818153406,6.7583552689592254,1840.5181081317924,24.74621533562733,18,App,Smartphones,Premium
PREM_0168,11.926603916383574,11.623567800415152,2230.766906247325,10.705236305978953,13,Online,Gaming,Premium
PREM_0169,20.053548990106492,9.273070662165475,2580.807069212735,29.477442446919266,7,App,Smartphones,Premium
PREM_0170,8.923539106230441,4.456228167148129,2154.0034392854022,13.770953334321572,14,Online,Laptops,Premium
PREM_0171,14.428524403134475,11.62231777263621,2048.4465925807026,23.980300104715067,8,Tienda,Smartphones,Premium
PREM_0172,11.891366266383695,10.148616881676968,2614.8702389957275,33.49557194117778,8,Online,Smartphones,Premium
PREM_0173,18.11387370565013,10.015671512579248,3122.9776474297796,36.58005869847842,8,App,Accesorios,Premium
PREM_0174,11.045866212629333,7.441972313932616,1500.6128629575257,35.79409777703046,9,App,Gaming,Premium
PREM_0175,12.841882166121938,8.670873857982812,1995.668091997703,35.304001762194396,11,Online,Gaming,Premium
PREM_0176,13.48998283916,12.19824467029875,3474.879186755915,21.604847390708514,11,Tienda,Laptops,Premium
PREM_0177,13.598751807010567,7.697286212416342,2482.8299909501457,32.690912150040745,13,Tienda,Accesorios,Premium
PREM_0178,15.21378324946233,10.704333576503666,2284.6967362281434,29.951714570233953,9,Tienda,Smartphones,Premium
PREM_0179,9.510487220036788,9.956179993254912,2649.7191766048536,27.843012113516203,10,App,Gaming,Premium
PREM_0180,12.980074381841868,8.605140922715922,2023.878553843802,36.62363116084606,15,Online,Smartphones,Premium
PREM_0181,11.463931333308329,9.029376389458394,2329.061012150656,33.186243470750874,22,Online,Accesorios,Premium
PREM_0182,11.575752363847846,11.443994241947005,2157.2475101843647,28.04681869380301,12,Tienda,Laptops,Premium
PREM_0183,5.204603200785418,11.914391519912492,3808.6553889582924,21.992755601759086,12,Online,Accesorios,Premium
PREM_0184,12.116187089526976,11.15062827871871,2477.3861815432824,30.42755800739236,10,Online,Gaming,Premium
PREM_0185,16.09625010324585,10.185053898402366,3267.0166456999827,23.59051426937173,13,Online,Smartphones,Premium
PREM_0186,14.213090755803796,8.012480115279088,1417.538596145628,30.956620821499882,10,Online,Gaming,Premium
PREM_0187,12.759391344849858,10.153516132386144,3917.083470201779,19.38647864619896,17,Online,Laptops,Premium
PREM_0188,15.400375957267235,10.75143172480196,3013.7001263349057,28.389398706614607,9,Tienda,Laptops,Premium
PREM_0189,12.563544987644816,5.463121268874296,2993.900628510869,26.81917930961065,11,App,Smartphones,Premium
PREM_0190,6.3991798265235635,3.3875657810029134,3216.313457804753,27.177315838204805,16,Online,Accesorios,Premium
PREM_0191,1.0,8.678190183901615,3340.1061921474798,34.22487348900814,9,Online,Accesorios,Premium
PREM_0192,11.7850219641235,10.625914224731298,2227.5629513522067,20.371163095842416,12,App,Laptops,Premium
PREM_0193,11.914530822606256,7.505576641704353,1345.455843836235,35.072363170888394,12,Online,Gaming,Premium
PREM_0194,7.747563853402143,9.27617430626726,2644.959567875699,35.413767982172196,15,App,Smartphones,Premium
PREM_0195,7.558401930815917,10.134111034776206,2000.105613607807,47.31832798926905,12,Online,Gaming,Premium
PREM_0196,8.707527754607682,8.67164117675899,3081.998956457902,43.317698447983936,12,Tienda,Smartphones,Premium
PREM_0197,8.689639117405122,9.172287766092749,2156.716592808636,4.629196132043141,18,Online,Gaming,Premium
PREM_0198,18.53060999078852,8.47817546776574,3366.694583434718,22.48616743826515,8,App,Accesorios,Premium
PREM_0199,9.486060544415814,10.204954418878964,2374.579773001177,23.916511580584263,11,Tienda,Gaming,Premium
PREM_0200,13.430497037295577,7.325361841337217,2501.500804956916,22.491971936582594,21,Tienda,Smartphones,Premium
PREM_0201,15.532439108588637,8.844325605974396,2691.7120518456245,53.54486054275888,8,App,Laptops,Premium
PREM_0202,11.49147423339201,7.245629598756599,2483.6284334558677,23.90136260462157,8,Tienda,Smartphones,Premium
PREM_0203,16.752582938827935,10.073487246024923,3259.2341285022603,26.465428334346885,14,Tienda,Gaming,Premium
PREM_0204,13.520314833767094,6.7627613311328805,3273.3395788200705,25.82470399141251,9,Tienda,Accesorios,Premium
PREM_0205,8.179509682602589,9.847198131186921,4037.514951545887,19.459736685965815,17,App,Accesorios,Premium
PREM_0206,7.769137407719783,8.917969157993072,2246.492361773751,37.38981598194071,15,Tienda,Accesorios,Premium
PREM_0207,19.171690365323492,9.447910556179469,2316.7769037697935,32.77153871648537,14,Online,Accesorios,Premium
PREM_0208,13.106836175619938,10.464281126970231,2134.212697287546,21.28139802038266,14,Online,Laptops,Premium
PREM_0209,11.044271603321222,8.266351176370625,2564.945110573707,20.62071852401198,13,Tienda,Gaming,Premium
PREM_0210,18.32998545432081,10.02699095384203,3057.598613091941,31.059531342554386,11,Tienda,Laptops,Premium
PREM_0211,16.778696577312086,6.75723872385043,2558.7599532899976,32.19411742114535,18,Tienda,Gaming,Premium
PREM_0212,10.656081961708221,9.86545719826037,2443.3801765922763,26.461408695421085,17,Tienda,Gaming,Premium
PREM_0213,13.402520397094237,9.978374260295327,3180.832881137062,36.877598735649784,11,Tienda,Accesorios,Premium
PREM_0214,10.482680320646685,6.722664123058173,2011.8008146166103,23.365958137257227,12,Online,Accesorios,Premium
PREM_0215,11.249863519780506,7.114869217113869,2666.8834577228163,31.373475746115556,18,App,Laptops,Premium
PREM_0216,15.373657237583998,9.990425906248223,2823.3193372291385,29.23452665306869,14,Tienda,Accesorios,Premium
PREM_0217,13.469149253605362,12.676367353590244,2665.9204105768886,25.20546563105442,11,Online,Accesorios,Premium
PREM_0218,14.622441593011565,12.05544723904753,2585.738578115356,34.35506734383342,15,App,Gaming,Premium
PREM_0219,12.33248986262672,8.065793186418448,2359.7272157287816,28.28850713175702,18,Online,Smartphones,Premium
PREM_0220,9.94675508670652,9.05544337695314,2489.2524099677257,29.92838781686532,19,Online,Accesorios,Premium
PREM_0221,11.450205941489232,10.905749094405877,3767.3669547931872,38.51931562867238,14,Online,Accesorios,Premium
PREM_0222,10.549048346062207,7.994801078787535,2262.400715911299,20.552950446452765,11,App,Laptops,Premium
PREM_0223,10.241645155872906,4.584498167234862,2667.8832237952256,11.457162188512061,10,Online,Gaming,Premium
PREM_0224,15.850675678342126,13.727435738593403,2978.7526391558818,30.309859157759682,11,Online,Gaming,Premium
PREM_0225,4.499310121417022,9.230052158294834,2703.9203226600157,33.37072061160372,7,Online,Accesorios,Premium
PREM_0226,12.781501137406977,10.984921662989054,2761.5578199229017,23.27779613312174,20,Online,Accesorios,Premium
PREM_0227,15.325397068253018,8.637043340841608,3263.2129372020536,40.25058995663575,11,App,Laptops,Premium
PREM_0228,14.751453308748072,9.83933104519614,2573.8029044997784,32.606238261331626,15,Tienda,Smartphones,Premium
PREM_0229,11.155479044689223,7.025640945697632,2721.245819744617,28.614815063670147,7,App,Accesorios,Premium
PREM_0230,17.320732345224858,11.653937062113352,2939.41616661032,35.308758334233595,13,Online,Accesorios,Premium
PREM_0231,13.526154250357324,10.273192651643658,2835.0106025712867,22.041726346187783,9,Online,Accesorios,Premium
PREM_0232,8.656183681677215,8.79424591181668,3278.952442855267,26.433113439297298,17,Online,Gaming,Premium
PREM_0233,15.877828802106947,9.85438872374337,2412.2636140937184,42.202487140876094,15,Online,Laptops,Premium
PREM_0234,6.361224921866132,9.929961659482164,2242.612027406425,10.751191749001467,14,Online,Accesorios,Premium
PREM_0235,4.6573694685518525,11.342491578643088,3751.3878957314396,34.23653381792305,16,Online,Smartphones,Premium
PREM_0236,10.38313195210556,9.258822516551195,2936.5919695787825,11.072640036232062,12,Online,Accesorios,Premium
PREM_0237,5.266247231116199,7.388259867007623,3378.9109798584745,40.92466258838586,12,App,Smartphones,Premium
PREM_0238,12.111805820977839,9.836374156935499,1739.6215881336543,16.392213900471297,11,Online,Laptops,Premium
PREM_0239,11.626263716332002,9.457964850122156,2943.745924217925,35.231382005894844,12,Online,Gaming,Premium
PREM_0240,11.926786063914042,9.794489218482905,2039.1786702993081,28.98663259512432,12,Tienda,Laptops,Premium
PREM_0241,11.327424725660842,8.055818844605746,1612.4201137745274,33.98328204894027,14,Online,Accesorios,Premium
PREM_0242,9.91239274326738,10.129628299365859,3226.1994977431755,34.840869057237505,11,Tienda,Accesorios,Premium
PREM_0243,10.208342081252061,6.448335826860124,2781.9134382874895,23.458353726250515,14,App,Smartphones,Premium
PREM_0244,5.2457507328412625,11.284320056505724,2472.732400636154,27.607733012532176,16,Online,Gaming,Premium
PREM_0245,14.486287559424204,8.260779327912733,3026.260236341312,27.765897490520175,13,Tienda,Laptops,Premium
PREM_0246,25.018589172616508,6.511083200324332,1711.0761733754653,43.491114420551284,12,App,Accesorios,Premium
PREM_0247,16.775825039953112,8.326204348833018,3048.8191172385323,39.93535717076218,22,Online,Gaming,Premium
PREM_0248,7.907088935426808,7.411147893062639,2138.63180688211,21.20064363449083,10,Tienda,Laptops,Premium
PREM_0249,16.496450879944053,10.895052924245716,2336.2733993058346,31.25641829699628,11,App,Gaming,Premium
PREM_0250,12.846563910034595,12.451815540704748,2725.762998239696,25.148226901053356,15,Online,Gaming,Premium
PREM_0251,14.78841142363309,11.364907653210608,3150.7019296715853,31.597247253006802,15,Online,Laptops,Premium
PREM_0252,15.847417424819755,6.745153887706984,4065.6667567854756,34.276802547493666,14,Online,Accesorios,Premium
PREM_0253,4.425541332184857,9.426587414745876,2800.7232852173347,21.463290951454475,17,Online,Laptops,Premium
